dvd_created_at,dvd_ph,dvd_do,dvd_tds,dvd_temp,dvd_ammonia
"2023-07-31 17:56:19.000000",8.63,7.207,285.75,35.28,0.33145
"2023-07-31 17:40:03.000000",8.71,7.216,287.12,35.38,0.375
"2023-07-31 17:23:48.000000",8.75,7.221,287.12,35.38,0.39682
"2023-07-31 17:07:31.000000",8.71,7.206,288.49,35.57,0.37794
"2023-07-31 16:51:16.000000",8.67,7.434,291.25,35.67,0.35806
"2023-07-31 16:34:59.000000",8.75,7.446,291.25,35.67,0.40141
"2023-07-31 16:18:43.000000",8.63,7.447,288.49,35.28,0.33145
"2023-07-31 16:02:25.000000",8.22,7.336,287.12,35.09,0.16
"2023-07-31 15:46:07.000000",8.22,7.52,285.75,35.09,0.16
"2023-07-31 15:29:48.000000",8.22,7.507,287.12,35.28,0.16169
"2023-07-31 15:13:29.000000",8.18,7.495,287.12,35.28,0.14959
"2023-07-31 14:57:10.000000",7.98,7.536,284.38,34.99,0.09819
"2023-07-31 14:40:49.000000",7.82,7.081,283.02,34.8,0.06924
"2023-07-31 14:24:28.000000",7.62,6.933,277.62,34.61,0.04429
"2023-07-31 14:08:07.000000",7.74,6.943,278.96,34.71,0.05794
"2023-07-31 13:51:46.000000",7.82,7.082,280.31,34.9,0.06966
"2023-07-31 13:35:25.000000",7.58,6.949,281.66,34.8,0.04105
"2023-07-31 13:19:04.000000",7.42,7.096,277.62,34.61,0.02841
"2023-07-31 13:02:43.000000",7.54,7.014,274.95,34.52,0.03691
"2023-07-31 12:46:22.000000",7.46,6.986,274.95,34.42,0.03069
"2023-07-31 12:30:01.000000",7.58,6.886,276.28,34.42,0.04007
"2023-07-31 12:13:40.000000",7.3,7.132,277.62,34.52,0.02158
"2023-07-31 11:57:19.000000",7.38,6.821,274.95,34.42,0.02566
"2023-07-31 11:40:58.000000",7.3,6.956,269.66,34.04,0.02091
"2023-07-31 11:24:40.000000",7.14,7.369,265.73,33.67,0.01421
"2023-07-31 11:08:16.000000",7.18,7.285,260.56,33.39,0.01528
"2023-07-31 10:51:57.000000",7.02,7.386,259.28,33.29,0.01055
"2023-07-31 10:35:34.000000",7.1,7.187,255.46,33.2,0.01258
"2023-07-31 10:19:15.000000",7.26,6.786,256.73,33.2,0.01808
"2023-07-31 10:02:56.000000",7.18,6.964,256.73,33.2,0.01509
"2023-07-31 09:46:37.000000",7.26,6.403,256.73,33.2,0.01808
"2023-07-31 09:30:19.000000",7.26,6.413,256.73,33.11,0.01798
"2023-07-31 09:14:00.000000",7.34,6.297,256.73,33.11,0.02154
"2023-07-31 08:57:41.000000",7.3,5.965,256.73,33.11,0.01968
"2023-07-31 08:41:22.000000",7.26,6.026,255.46,33.11,0.01798
"2023-07-31 08:25:04.000000",7.42,5.861,256.73,33.11,0.02578
"2023-07-31 08:08:45.000000",7.38,5.882,255.46,33.11,0.02356
"2023-07-31 07:52:26.000000",7.26,5.683,254.2,33.02,0.01787
"2023-07-31 07:36:07.000000",7.42,5.53,252.94,33.02,0.02563
"2023-07-31 07:19:49.000000",7.46,5.519,252.94,33.02,0.02803
"2023-07-31 07:03:31.000000",7.38,5.548,254.2,33.02,0.02343
"2023-07-31 06:47:14.000000",7.22,5.451,254.2,33.02,0.01632
"2023-07-31 06:30:59.000000",7.34,5.293,254.2,33.02,0.02141
"2023-07-31 06:14:43.000000",7.54,5.187,254.2,33.11,0.03371
"2023-07-31 05:58:27.000000",7.54,4.984,254.2,33.11,0.03371
"2023-07-31 05:42:11.000000",7.54,4.984,254.2,33.11,0.03371
"2023-07-31 05:25:57.000000",7.54,4.993,254.2,33.02,0.03351
"2023-07-31 05:09:40.000000",7.58,4.95,254.2,33.11,0.03684
"2023-07-31 04:53:25.000000",7.58,4.815,254.2,33.11,0.03684
"2023-07-31 04:37:09.000000",7.58,4.815,254.2,33.11,0.03684
"2023-07-31 04:20:53.000000",7.58,4.815,255.46,33.11,0.03684
"2023-07-31 04:04:37.000000",7.54,4.847,255.46,33.11,0.03371
"2023-07-31 03:48:21.000000",7.58,4.74,255.46,33.11,0.03684
"2023-07-31 03:32:05.000000",7.58,4.732,255.46,33.2,0.03705
"2023-07-31 03:15:49.000000",7.62,4.712,256.73,33.2,0.04048
"2023-07-31 02:59:33.000000",7.7,4.719,256.73,33.2,0.04828
"2023-07-31 02:43:17.000000",7.74,4.763,256.73,33.2,0.05269
"2023-07-31 01:21:47.000000",7.82,4.907,259.28,33.39,0.06343
"2023-07-31 01:05:22.000000",7.82,4.917,258.0,33.29,0.06303
"2023-07-31 00:49:07.000000",7.78,4.862,258.0,33.29,0.05781
"2023-07-31 00:32:50.000000",7.78,4.853,259.28,33.39,0.05817
"2023-07-31 00:16:34.000000",7.78,4.844,259.28,33.48,0.0585
"2023-07-31 00:00:19.000000",7.82,4.929,260.56,33.48,0.06379
"2023-07-30 23:44:03.000000",7.9,5.317,260.56,33.58,0.07618
"2023-07-30 23:27:48.000000",8.06,5.646,261.85,33.58,0.1065
"2023-07-30 23:11:31.000000",8.02,5.619,263.14,33.67,0.09858
"2023-07-30 22:55:15.000000",8.1,5.775,263.14,33.67,0.11621
"2023-07-30 22:38:59.000000",8.14,5.788,264.43,33.76,0.12667
"2023-07-30 22:22:44.000000",8.14,5.78,264.43,33.86,0.12741
"2023-07-30 22:06:27.000000",8.22,5.821,265.73,33.86,0.14933
"2023-07-30 21:50:11.000000",8.31,6.044,265.73,33.95,0.17848
"2023-07-30 21:33:56.000000",8.35,6.062,267.04,33.95,0.19239
"2023-07-30 21:17:41.000000",8.35,6.062,267.04,33.95,0.19239
"2023-07-30 21:01:24.000000",8.39,6.079,267.04,33.95,0.20711
"2023-07-30 20:12:31.000000",8.43,6.325,270.97,34.23,0.22588
"2023-07-30 19:56:14.000000",8.43,6.613,270.97,34.33,0.22705
"2023-07-30 19:39:57.000000",8.39,6.586,273.62,34.52,0.2134
"2023-07-30 19:23:41.000000",8.35,6.571,274.95,34.52,0.19835
"2023-07-30 19:07:25.000000",8.39,6.573,276.28,34.71,0.21552
"2023-07-30 18:51:07.000000",8.39,6.884,277.62,34.71,0.21552
"2023-07-30 18:34:49.000000",8.27,6.84,277.62,34.71,0.17246
"2023-07-30 18:18:31.000000",8.14,6.777,280.31,34.9,0.13528
"2023-07-30 18:02:13.000000",8.1,6.757,280.31,34.99,0.12552
"2023-07-30 17:45:54.000000",7.98,6.974,283.02,35.09,0.09878
"2023-07-30 17:29:36.000000",8.22,7.096,283.02,34.99,0.15911
"2023-07-30 17:13:18.000000",8.06,7.065,278.96,34.71,0.11387
"2023-07-30 16:56:59.000000",8.27,7.334,287.12,35.38,0.17888
"2023-07-30 16:40:38.000000",7.66,6.594,285.75,35.09,0.04985
"2023-07-30 16:24:17.000000",7.5,6.743,281.66,34.9,0.0346
"2023-07-30 16:07:57.000000",7.7,6.588,287.12,35.19,0.05473
"2023-07-30 10:24:26.000000",7.5,9.724,252.94,32.83,0.03028
"2023-07-30 10:08:07.000000",7.5,9.731,254.2,32.92,0.03045
"2023-07-30 09:51:50.000000",7.5,9.716,250.43,32.74,0.0301
"2023-07-30 09:35:29.000000",7.46,9.72,249.18,32.65,0.02736
"2023-07-30 09:19:10.000000",7.58,9.677,247.94,32.55,0.03553
"2023-07-30 09:02:52.000000",7.62,9.65,245.47,32.37,0.03838
"2023-07-30 08:46:34.000000",7.66,9.631,244.24,32.28,0.04168
"2023-07-30 08:30:15.000000",7.66,9.631,243.01,32.28,0.04168
"2023-07-30 08:13:57.000000",7.58,9.654,244.24,32.28,0.03491
"2023-07-30 07:57:39.000000",7.5,9.669,243.01,32.18,0.02902
"2023-07-30 07:41:21.000000",7.7,9.61,241.79,32.18,0.04523
"2023-07-30 07:25:03.000000",7.5,9.661,241.79,32.09,0.02885
"2023-07-30 07:08:45.000000",7.54,9.65,241.79,32.09,0.03155
"2023-07-30 06:52:29.000000",7.66,9.622,243.01,32.18,0.04141
"2023-07-30 06:36:11.000000",7.66,9.622,243.01,32.18,0.04141
"2023-07-30 06:19:55.000000",7.66,9.622,241.79,32.18,0.04141
"2023-07-30 06:03:40.000000",7.7,9.61,243.01,32.18,0.04523
"2023-07-30 05:47:24.000000",7.74,9.591,241.79,32.09,0.04909
"2023-07-30 05:31:10.000000",7.74,9.599,241.79,32.18,0.04937
"2023-07-30 05:14:53.000000",7.74,9.599,243.01,32.18,0.04937
"2023-07-30 04:58:38.000000",7.7,9.61,243.01,32.18,0.04523
"2023-07-30 04:42:23.000000",7.74,9.599,243.01,32.18,0.04937
"2023-07-30 04:26:07.000000",7.7,9.619,243.01,32.28,0.04552
"2023-07-30 04:09:52.000000",7.74,9.607,243.01,32.28,0.04969
"2023-07-30 03:53:36.000000",7.74,9.607,243.01,32.28,0.04969
"2023-07-30 03:37:21.000000",7.74,9.607,244.24,32.28,0.04969
"2023-07-30 03:21:05.000000",7.7,9.619,244.24,32.28,0.04552
"2023-07-30 03:04:50.000000",7.7,9.619,244.24,32.28,0.04552
"2023-07-30 02:48:34.000000",7.66,9.631,244.24,32.28,0.04168
"2023-07-30 02:32:19.000000",7.7,9.627,244.24,32.37,0.04578
"2023-07-30 02:16:04.000000",7.66,9.638,245.47,32.37,0.04192
"2023-07-30 01:59:48.000000",7.58,9.662,245.47,32.37,0.03512
"2023-07-30 01:43:33.000000",7.74,9.615,245.47,32.37,0.04998
"2023-07-30 01:27:17.000000",7.74,9.615,245.47,32.37,0.04998
"2023-07-30 01:11:02.000000",7.74,9.622,245.47,32.46,0.05027
"2023-07-30 00:54:46.000000",7.74,9.622,246.7,32.46,0.05027
"2023-07-30 00:38:31.000000",7.74,9.622,246.7,32.46,0.05027
"2023-07-30 00:22:15.000000",7.74,9.622,246.7,32.46,0.05027
"2023-07-30 00:06:00.000000",7.78,9.611,246.7,32.46,0.05485
"2023-07-29 23:49:44.000000",7.78,9.611,246.7,32.46,0.05485
"2023-07-29 23:33:29.000000",7.78,9.618,246.7,32.55,0.05516
"2023-07-29 23:17:13.000000",7.82,9.607,246.7,32.55,0.06017
"2023-07-29 23:00:58.000000",7.78,9.618,247.94,32.55,0.05516
"2023-07-29 22:44:44.000000",7.78,9.618,247.94,32.55,0.05516
"2023-07-29 22:28:26.000000",7.82,9.615,249.18,32.65,0.06055
"2023-07-29 22:12:10.000000",7.86,9.603,249.18,32.65,0.066
"2023-07-29 21:55:55.000000",7.9,9.599,250.43,32.74,0.07232
"2023-07-29 21:39:39.000000",7.94,9.595,250.43,32.83,0.07918
"2023-07-29 21:23:23.000000",7.94,9.603,251.68,32.92,0.07963
"2023-07-29 21:07:07.000000",7.94,9.603,252.94,32.92,0.07963
"2023-07-29 20:50:52.000000",7.9,9.623,252.94,33.02,0.07359
"2023-07-29 20:34:36.000000",7.94,9.611,254.2,33.02,0.08012
"2023-07-29 20:18:20.000000",7.9,9.631,254.2,33.11,0.074
"2023-07-29 20:02:04.000000",7.94,9.619,255.46,33.11,0.08056
"2023-07-29 19:45:48.000000",7.98,9.615,255.46,33.2,0.08814
"2023-07-29 19:29:32.000000",8.02,9.603,256.73,33.2,0.09583
"2023-07-29 19:13:17.000000",7.98,9.623,256.73,33.29,0.08862
"2023-07-29 18:57:01.000000",8.02,9.611,258.0,33.29,0.09635
"2023-07-29 18:40:48.000000",8.06,9.599,258.0,33.29,0.10467
"2023-07-29 18:24:31.000000",8.18,9.573,259.28,33.39,0.13431
"2023-07-29 18:08:16.000000",8.18,9.58,260.56,33.48,0.13501
"2023-07-29 17:51:57.000000",8.1,9.612,261.85,33.58,0.11559
"2023-07-29 17:35:41.000000",8.14,9.6,261.85,33.58,0.12534
"2023-07-29 17:19:25.000000",8.1,9.612,263.14,33.58,0.11559
"2023-07-29 17:03:08.000000",8.1,9.612,263.14,33.58,0.11559
"2023-07-29 16:46:51.000000",8.02,9.643,264.43,33.67,0.09858
"2023-07-29 16:30:34.000000",8.06,9.631,263.14,33.67,0.10708
"2023-07-29 16:14:19.000000",8.14,9.616,264.43,33.76,0.12667
"2023-07-29 15:41:37.000000",8.27,9.626,270.97,34.33,0.16889
"2023-07-29 15:25:19.000000",8.27,9.633,273.62,34.42,0.16973
"2023-07-29 15:09:00.000000",7.98,9.702,272.29,34.23,0.09382
"2023-07-29 14:52:41.000000",8.06,9.679,270.97,34.23,0.11069
"2023-07-29 14:36:23.000000",7.86,9.729,269.66,34.14,0.07241
"2023-07-29 14:20:05.000000",8.1,9.651,269.66,34.04,0.11876
"2023-07-29 14:03:46.000000",7.66,9.756,265.73,33.76,0.04583
"2023-07-29 13:47:28.000000",7.78,9.697,263.14,33.48,0.0585
"2023-07-29 13:31:09.000000",7.7,9.697,259.28,33.2,0.04828
"2023-07-29 13:14:51.000000",7.58,9.7,252.94,32.83,0.03618
"2023-07-29 12:58:31.000000",7.7,9.681,255.46,33.02,0.04773
"2023-07-29 12:42:13.000000",7.66,9.677,252.94,32.83,0.04318
"2023-07-29 12:25:54.000000",7.62,9.689,252.94,32.83,0.03953
"2023-07-29 12:09:36.000000",7.74,9.654,252.94,32.83,0.05147
"2023-07-29 11:53:19.000000",7.94,9.588,250.43,32.74,0.07874
"2023-07-29 11:37:01.000000",7.82,9.63,251.68,32.83,0.06124
"2023-07-29 11:20:43.000000",7.58,9.685,250.43,32.65,0.03576
"2023-07-29 11:04:25.000000",7.3,9.767,249.18,32.65,0.01909
"2023-07-29 10:48:06.000000",7.62,9.665,247.94,32.55,0.03882
"2023-07-29 10:31:48.000000",7.66,9.638,246.7,32.37,0.04192
"2023-07-29 10:15:29.000000",7.42,9.692,243.01,32.18,0.02426
"2023-07-29 09:59:11.000000",7.54,9.65,241.79,32.09,0.03155
"2023-07-29 09:42:53.000000",7.46,9.665,240.57,32.0,0.02622
"2023-07-29 09:26:35.000000",7.34,9.693,239.36,31.91,0.0199
"2023-07-29 09:10:18.000000",7.34,9.693,239.36,31.91,0.0199
"2023-07-29 08:54:01.000000",7.26,9.716,239.36,31.91,0.01661
"2023-07-29 08:37:45.000000",7.26,9.716,239.36,31.91,0.01661
"2023-07-29 08:21:27.000000",7.22,9.728,239.36,31.91,0.01517
"2023-07-29 08:05:11.000000",7.22,9.72,238.15,31.82,0.01508
"2023-07-29 07:48:54.000000",7.22,9.728,239.36,31.91,0.01517
"2023-07-29 07:32:38.000000",7.18,9.739,239.36,31.91,0.01385
"2023-07-29 07:16:22.000000",7.14,9.751,239.36,31.91,0.01265
"2023-07-29 07:00:06.000000",7.22,9.728,239.36,31.91,0.01517
"2023-07-29 06:43:51.000000",7.34,9.693,239.36,31.91,0.0199
"2023-07-29 06:27:35.000000",7.3,9.712,239.36,32.0,0.01829
"2023-07-29 06:11:19.000000",7.34,9.7,239.36,32.0,0.02002
"2023-07-29 05:55:04.000000",7.3,9.712,240.57,32.0,0.01829
"2023-07-29 05:38:48.000000",7.3,9.704,239.36,31.91,0.01818
"2023-07-29 05:22:33.000000",7.22,9.735,239.36,32.0,0.01526
"2023-07-29 05:06:18.000000",7.22,9.735,239.36,32.0,0.01526
"2023-07-29 04:50:02.000000",7.18,9.747,240.57,32.0,0.01394
"2023-07-29 04:33:47.000000",7.18,9.747,240.57,32.0,0.01394
"2023-07-29 04:17:32.000000",7.18,9.747,240.57,32.0,0.01394
"2023-07-29 04:01:16.000000",7.22,9.743,241.79,32.09,0.01535
"2023-07-29 03:45:01.000000",7.26,9.731,241.79,32.09,0.01681
"2023-07-29 03:28:46.000000",7.26,9.731,241.79,32.09,0.01681
"2023-07-29 03:12:30.000000",7.22,9.75,241.79,32.18,0.01544
"2023-07-29 02:56:15.000000",7.22,9.75,243.01,32.18,0.01544
"2023-07-29 02:39:59.000000",7.26,9.739,243.01,32.18,0.01691
"2023-07-29 02:23:44.000000",7.26,9.739,243.01,32.18,0.01691
"2023-07-29 02:07:28.000000",7.26,9.747,243.01,32.28,0.01702
"2023-07-29 01:51:13.000000",7.34,9.724,244.24,32.28,0.02039
"2023-07-29 01:34:58.000000",7.42,9.701,244.24,32.28,0.02442
"2023-07-29 01:18:42.000000",7.38,9.712,244.24,32.28,0.02232
"2023-07-29 01:02:27.000000",7.42,9.708,244.24,32.37,0.02456
"2023-07-29 00:46:11.000000",7.42,9.708,245.47,32.37,0.02456
"2023-07-29 00:29:56.000000",7.42,9.708,245.47,32.37,0.02456
"2023-07-29 00:13:40.000000",7.42,9.708,245.47,32.37,0.02456
"2023-07-28 23:57:25.000000",7.46,9.704,246.7,32.46,0.02703
"2023-07-28 23:41:09.000000",7.58,9.669,246.7,32.46,0.03532
"2023-07-28 23:24:54.000000",7.5,9.692,246.7,32.46,0.02956
"2023-07-28 23:08:39.000000",7.62,9.665,246.7,32.55,0.03882
"2023-07-28 22:52:23.000000",7.66,9.653,247.94,32.55,0.04241
"2023-07-28 22:36:07.000000",7.7,9.642,247.94,32.55,0.04631
"2023-07-28 22:19:52.000000",7.7,9.642,247.94,32.55,0.04631
"2023-07-28 22:03:36.000000",7.66,9.662,247.94,32.65,0.04268
"2023-07-28 21:47:22.000000",7.66,9.662,249.18,32.65,0.04268
"2023-07-28 21:31:05.000000",7.66,9.669,249.18,32.74,0.04293
"2023-07-28 21:14:50.000000",7.74,9.646,250.43,32.74,0.05117
"2023-07-28 20:58:34.000000",7.82,9.623,250.43,32.74,0.06089
"2023-07-28 20:42:19.000000",7.82,9.63,250.43,32.83,0.06124
"2023-07-28 20:26:03.000000",7.98,9.584,251.68,32.83,0.08617
"2023-07-28 20:09:47.000000",7.98,9.591,251.68,32.92,0.08664
"2023-07-28 19:53:32.000000",7.98,9.591,252.94,32.92,0.08664
"2023-07-28 19:37:16.000000",7.94,9.611,252.94,33.02,0.08012
"2023-07-28 19:21:01.000000",8.02,9.588,254.2,33.02,0.09479
"2023-07-28 19:04:45.000000",8.06,9.576,254.2,33.02,0.10299
"2023-07-28 18:48:31.000000",8.1,9.572,255.46,33.11,0.11242
"2023-07-28 18:32:14.000000",8.14,9.568,256.73,33.2,0.12259
"2023-07-28 18:15:58.000000",8.06,9.608,259.28,33.39,0.1053
"2023-07-28 17:59:41.000000",8.06,9.615,260.56,33.48,0.10587
"2023-07-28 17:43:25.000000",8.02,9.635,260.56,33.58,0.09805
"2023-07-28 17:27:09.000000",8.02,9.635,260.56,33.58,0.09805
"2023-07-28 17:10:51.000000",7.94,9.659,261.85,33.58,0.08292
"2023-07-28 16:54:33.000000",7.9,9.662,260.56,33.48,0.07571
"2023-07-28 16:38:15.000000",7.78,9.697,259.28,33.48,0.0585
"2023-07-28 16:21:57.000000",8.02,9.659,264.43,33.86,0.09971
"2023-07-28 16:05:39.000000",7.98,9.678,265.73,33.95,0.09225
"2023-07-28 15:49:21.000000",7.98,9.686,267.04,34.04,0.09275
"2023-07-28 15:33:03.000000",7.86,9.713,267.04,33.95,0.07157
"2023-07-28 15:16:44.000000",7.78,9.737,267.04,33.95,0.06025
"2023-07-28 15:00:26.000000",7.74,9.732,264.43,33.76,0.05459
"2023-07-28 14:44:07.000000",7.58,9.764,263.14,33.58,0.03797
"2023-07-28 14:27:50.000000",7.78,9.705,261.85,33.58,0.05887
"2023-07-28 14:11:31.000000",7.58,9.748,261.85,33.39,0.03751
"2023-07-28 13:55:13.000000",7.66,9.708,258.0,33.2,0.04422
"2023-07-28 13:38:54.000000",7.66,9.701,256.73,33.11,0.04396
"2023-07-28 13:22:36.000000",7.62,9.696,254.2,32.92,0.03976
"2023-07-28 13:06:18.000000",7.7,9.689,256.73,33.11,0.048
"2023-07-28 12:50:01.000000",7.74,9.67,255.46,33.02,0.05209
"2023-07-28 12:33:44.000000",7.9,9.631,254.2,33.11,0.074
"2023-07-28 12:17:28.000000",7.98,9.607,255.46,33.11,0.08765
"2023-07-28 12:01:10.000000",7.82,9.654,255.46,33.11,0.06233
"2023-07-28 11:44:53.000000",7.54,9.72,254.2,32.92,0.0333
"2023-07-28 11:28:33.000000",7.58,9.7,252.94,32.83,0.03618
"2023-07-28 11:12:15.000000",7.62,9.681,250.43,32.74,0.0393
"2023-07-28 10:55:57.000000",7.7,9.658,250.43,32.74,0.04688
"2023-07-28 10:39:40.000000",7.78,9.618,249.18,32.55,0.05516
"2023-07-28 10:23:21.000000",7.7,9.634,246.7,32.46,0.04605
"2023-07-28 10:07:03.000000",7.66,9.646,246.7,32.46,0.04217
"2023-07-28 09:50:45.000000",7.62,9.642,244.24,32.28,0.03815
"2023-07-28 09:34:28.000000",7.62,9.642,244.24,32.28,0.03815
"2023-07-28 09:18:11.000000",7.58,9.645,243.01,32.18,0.03469
"2023-07-28 09:01:54.000000",7.62,9.634,241.79,32.18,0.03791
"2023-07-28 08:45:36.000000",7.58,9.638,241.79,32.09,0.03448
"2023-07-28 08:29:21.000000",7.58,9.63,240.57,32.0,0.03428
"2023-07-28 08:13:03.000000",7.5,9.654,240.57,32.0,0.02868
"2023-07-28 07:56:46.000000",7.38,9.681,239.36,31.91,0.02178
"2023-07-28 07:40:30.000000",7.34,9.693,239.36,31.91,0.0199
"2023-07-28 07:24:13.000000",7.34,9.685,238.15,31.82,0.01978
"2023-07-28 07:07:56.000000",7.34,9.685,238.15,31.82,0.01978
"2023-07-28 06:51:40.000000",7.38,9.673,238.15,31.82,0.02165
"2023-07-28 06:35:24.000000",7.46,9.658,239.36,31.91,0.02607
"2023-07-28 06:19:09.000000",7.5,9.646,239.36,31.91,0.02851
"2023-07-28 06:02:53.000000",7.54,9.634,239.36,31.91,0.03118
"2023-07-28 05:46:38.000000",7.5,9.646,239.36,31.91,0.02851
"2023-07-28 05:30:24.000000",7.5,9.646,239.36,31.91,0.02851
"2023-07-28 05:14:09.000000",7.58,9.623,239.36,31.91,0.03408
"2023-07-28 04:57:53.000000",7.54,9.634,239.36,31.91,0.03118
"2023-07-28 04:41:38.000000",7.5,9.654,239.36,32.0,0.02868
"2023-07-28 04:25:23.000000",7.54,9.642,240.57,32.0,0.03136
"2023-07-28 04:09:09.000000",7.5,9.654,240.57,32.0,0.02868
"2023-07-28 03:52:54.000000",7.54,9.65,240.57,32.09,0.03155
"2023-07-28 03:36:39.000000",7.58,9.638,241.79,32.09,0.03448
"2023-07-28 03:20:24.000000",7.54,9.65,241.79,32.09,0.03155
"2023-07-28 03:04:09.000000",7.58,9.638,241.79,32.09,0.03448
"2023-07-28 02:47:53.000000",7.58,9.645,241.79,32.18,0.03469
"2023-07-28 02:31:38.000000",7.62,9.634,243.01,32.18,0.03791
"2023-07-28 02:15:23.000000",7.58,9.645,243.01,32.18,0.03469
"2023-07-28 01:59:07.000000",7.58,9.645,243.01,32.18,0.03469
"2023-07-28 01:42:54.000000",7.78,9.587,243.01,32.18,0.05388
"2023-07-28 01:26:38.000000",7.86,9.572,243.01,32.28,0.06449
"2023-07-28 01:10:21.000000",7.86,9.572,244.24,32.28,0.06449
"2023-07-28 00:54:06.000000",7.86,9.572,244.24,32.28,0.06449
"2023-07-28 00:37:50.000000",7.86,9.572,244.24,32.28,0.06449
"2023-07-28 00:21:35.000000",7.86,9.58,244.24,32.37,0.06485
"2023-07-28 00:05:20.000000",7.86,9.58,245.47,32.37,0.06485
"2023-07-27 23:49:06.000000",7.82,9.592,245.47,32.37,0.05949
"2023-07-27 23:32:50.000000",7.86,9.58,245.47,32.37,0.06485
"2023-07-27 23:00:12.000000",7.9,9.568,245.47,32.37,0.07067
"2023-07-27 22:43:57.000000",7.86,9.587,245.47,32.46,0.06522
"2023-07-27 22:27:41.000000",7.86,9.587,245.47,32.46,0.06522
"2023-07-27 22:11:26.000000",7.9,9.576,246.7,32.46,0.07107
"2023-07-27 21:55:11.000000",7.94,9.564,246.7,32.46,0.07739
"2023-07-27 21:38:55.000000",7.9,9.576,246.7,32.46,0.07107
