dvd_created_at,dvd_do,dvd_tds,dvd_temp,dvd_ammonia
"2023-07-29 23:11:20.000000",8.944,66.45,32.91,0.44655
"2023-07-29 22:55:21.000000",8.944,66.45,32.91,0.44655
"2023-07-29 22:39:21.000000",8.956,66.45,32.91,0.42392
"2023-07-29 22:23:22.000000",9.014,66.01,32.91,0.31708
"2023-07-29 22:07:22.000000",9.08,66.89,33.0,0.22764
"2023-07-29 21:51:23.000000",9.08,65.57,33.0,0.22764
"2023-07-29 21:35:23.000000",9.08,66.45,33.0,0.22764
"2023-07-29 21:19:24.000000",9.103,66.45,33.1,0.20914
"2023-07-29 21:03:24.000000",9.103,66.45,33.1,0.20914
"2023-07-29 20:47:25.000000",9.103,66.45,33.1,0.20914
"2023-07-29 20:31:25.000000",9.111,66.45,33.19,0.21013
"2023-07-29 20:15:25.000000",9.122,66.89,33.19,0.19525
"2023-07-29 19:59:25.000000",9.13,66.89,33.28,0.1962
"2023-07-29 19:43:25.000000",9.118,67.34,33.28,0.21114
"2023-07-29 19:27:25.000000",9.127,66.45,33.38,0.21225
"2023-07-29 19:11:24.000000",9.127,67.34,33.38,0.21225
"2023-07-29 18:55:23.000000",9.134,67.34,33.47,0.21326
"2023-07-29 18:39:22.000000",9.12,64.69,33.47,0.23321
"2023-07-29 18:23:21.000000",9.142,57.2,33.56,0.21427
"2023-07-29 18:07:20.000000",9.127,57.6,33.56,0.23429
"2023-07-29 17:51:18.000000",9.113,56.8,33.66,0.27025
"2023-07-29 17:35:16.000000",9.108,56.8,33.75,0.29002
"2023-07-29 17:19:14.000000",9.097,57.2,33.75,0.30935
"2023-07-29 17:03:12.000000",9.108,57.6,33.75,0.29002
"2023-07-29 16:47:10.000000",9.12,58.4,33.75,0.27143
"2023-07-29 16:31:07.000000",9.097,57.6,33.75,0.30935
"2023-07-29 16:15:05.000000",9.089,56.4,33.66,0.30807
"2023-07-29 15:59:01.000000",9.116,57.2,33.84,0.29126
"2023-07-29 15:42:58.000000",9.113,56.01,33.66,0.27025
"2023-07-29 15:26:53.000000",9.143,58.0,33.75,0.23657
"2023-07-29 15:10:50.000000",9.116,58.0,33.56,0.25121
"2023-07-29 14:54:46.000000",9.081,56.8,33.56,0.30665
"2023-07-29 14:38:43.000000",9.061,56.4,33.47,0.32525
"2023-07-29 14:22:40.000000",9.061,57.6,33.47,0.32525
"2023-07-29 14:06:37.000000",9.073,56.4,33.47,0.30537
"2023-07-29 13:50:36.000000",9.08,58.4,33.28,0.26527
"2023-07-29 13:34:33.000000",9.069,57.6,33.28,0.2836
"2023-07-29 13:18:29.000000",9.066,58.4,33.38,0.3041
"2023-07-29 13:02:26.000000",9.042,63.4,33.1,0.30015
"2023-07-29 12:46:24.000000",9.061,56.4,33.19,0.28238
"2023-07-29 12:30:21.000000",9.057,54.45,33.0,0.26163
"2023-07-29 11:58:11.000000",9.057,58.4,33.0,0.26163
"2023-07-29 11:42:08.000000",9.053,58.81,32.82,0.24201
"2023-07-29 11:26:06.000000",9.03,57.2,32.82,0.27738
"2023-07-29 11:10:04.000000",9.022,59.62,32.73,0.27618
"2023-07-29 10:54:01.000000",9.026,59.21,32.63,0.25686
"2023-07-29 10:37:59.000000",9.014,60.86,32.63,0.27483
"2023-07-29 10:21:57.000000",9.014,57.2,32.63,0.27483
"2023-07-29 10:05:56.000000",9.018,56.4,32.54,0.25571
"2023-07-29 09:49:54.000000",9.018,57.6,32.54,0.25571
"2023-07-29 09:33:52.000000",9.01,56.01,32.45,0.25456
"2023-07-29 09:17:50.000000",8.999,56.4,32.45,0.27243
"2023-07-29 09:01:49.000000",8.999,56.01,32.45,0.27243
"2023-07-29 08:45:48.000000",8.968,55.23,32.36,0.30913
"2023-07-29 08:29:46.000000",8.956,56.4,32.36,0.32914
"2023-07-29 08:13:46.000000",8.968,55.62,32.36,0.30913
"2023-07-29 07:57:46.000000",8.956,55.62,32.36,0.32914
"2023-07-29 07:41:46.000000",8.956,57.2,32.36,0.32914
"2023-07-29 07:25:47.000000",8.944,56.4,32.36,0.34979
"2023-07-29 07:09:48.000000",8.933,56.01,32.36,0.37101
"2023-07-29 06:53:48.000000",8.933,56.8,32.36,0.37101
"2023-07-29 06:37:49.000000",8.921,55.23,32.36,0.39275
"2023-07-29 06:21:50.000000",8.898,56.8,32.36,0.43744
"2023-07-29 06:05:52.000000",8.898,56.8,32.36,0.43744
"2023-07-29 05:49:52.000000",8.886,56.4,32.36,0.46022
"2023-07-29 05:33:53.000000",8.882,57.2,32.45,0.48468
"2023-07-29 05:17:54.000000",8.905,57.2,32.45,0.43893
"2023-07-29 05:01:55.000000",8.894,59.21,32.45,0.46173
"2023-07-29 04:45:56.000000",8.89,58.0,32.54,0.48619
"2023-07-29 04:29:56.000000",8.866,58.0,32.54,0.5322
"2023-07-29 04:13:57.000000",8.831,60.03,32.54,0.59995
"2023-07-29 03:57:58.000000",8.89,58.81,32.54,0.48619
"2023-07-29 03:41:59.000000",8.901,58.81,32.54,0.46323
"2023-07-29 03:26:00.000000",8.913,62.12,32.54,0.44042
"2023-07-29 03:10:01.000000",8.921,58.81,32.63,0.44191
"2023-07-29 02:54:01.000000",8.932,58.4,32.63,0.41933
"2023-07-29 02:38:02.000000",8.932,58.81,32.63,0.41933
"2023-07-29 02:22:03.000000",8.932,66.89,32.63,0.41933
"2023-07-29 02:06:04.000000",8.932,66.01,32.63,0.41933
"2023-07-29 01:50:05.000000",8.944,66.01,32.63,0.39709
"2023-07-29 01:34:06.000000",8.952,66.01,32.73,0.3987
"2023-07-29 01:18:06.000000",8.952,66.45,32.73,0.3987
"2023-07-29 01:02:07.000000",8.952,66.45,32.73,0.3987
"2023-07-29 00:46:08.000000",8.952,66.45,32.73,0.3987
"2023-07-29 00:30:09.000000",8.952,66.45,32.73,0.3987
"2023-07-29 00:14:09.000000",8.952,66.45,32.73,0.3987
"2023-07-28 23:58:10.000000",8.96,66.01,32.82,0.40015
"2023-07-28 23:42:11.000000",8.972,66.45,32.82,0.37826
"2023-07-28 23:26:12.000000",8.983,66.89,32.82,0.35685
"2023-07-28 23:10:12.000000",8.972,66.89,32.82,0.37826
"2023-07-28 22:54:13.000000",8.991,66.45,32.91,0.35824
"2023-07-28 22:38:14.000000",8.979,66.01,32.91,0.37968
"2023-07-28 22:22:14.000000",9.003,67.79,32.91,0.33735
"2023-07-28 22:06:15.000000",9.049,66.45,32.91,0.26047
"2023-07-28 21:50:16.000000",9.095,66.45,33.0,0.20803
"2023-07-28 21:34:16.000000",9.118,66.45,33.0,0.17931
"2023-07-28 21:18:17.000000",9.118,66.45,33.0,0.17931
"2023-07-28 21:02:17.000000",9.118,66.89,33.0,0.17931
"2023-07-28 20:46:18.000000",9.054,66.45,33.1,0.28116
"2023-07-28 20:30:19.000000",9.077,66.01,33.1,0.24547
"2023-07-28 20:14:19.000000",9.138,66.45,33.1,0.16708
"2023-07-28 19:58:20.000000",9.146,66.89,33.19,0.16792
"2023-07-28 19:42:20.000000",9.146,66.45,33.19,0.16792
"2023-07-28 19:26:21.000000",9.146,66.45,33.19,0.16792
"2023-07-28 19:10:21.000000",9.153,66.45,33.28,0.16876
"2023-07-28 18:54:22.000000",9.153,66.01,33.28,0.16876
"2023-07-28 14:36:36.000000",9.089,66.01,33.66,0.30807
"2023-07-28 14:20:34.000000",9.066,66.01,33.66,0.34865
"2023-07-28 14:04:34.000000",9.057,66.45,33.56,0.34714
"2023-07-28 13:48:33.000000",9.061,66.01,33.47,0.32525
"2023-07-28 13:32:33.000000",9.085,65.57,33.47,0.28619
"2023-07-28 13:16:33.000000",9.12,67.34,33.47,0.23321
"2023-07-28 13:00:30.000000",9.069,66.01,33.56,0.32657
"2023-07-28 12:44:26.000000",9.061,66.45,33.47,0.32525
"2023-07-28 12:28:23.000000",9.054,66.01,33.38,0.32393
"2023-07-28 12:12:20.000000",9.045,66.45,33.28,0.32247
"2023-07-28 11:56:19.000000",9.073,66.89,33.19,0.2641
"2023-07-28 11:40:17.000000",9.065,66.45,33.1,0.26293
"2023-07-28 11:24:14.000000",9.065,66.45,33.1,0.26293
"2023-07-28 11:08:10.000000",9.065,66.01,33.1,0.26293
"2023-07-28 10:52:08.000000",9.057,66.45,33.0,0.26163
"2023-07-28 10:36:05.000000",9.049,66.89,32.91,0.26047
"2023-07-28 10:20:03.000000",9.073,65.57,32.91,0.22658
"2023-07-28 10:04:01.000000",9.057,66.01,32.73,0.22447
"2023-07-28 09:47:59.000000",9.049,66.01,32.63,0.2233
"2023-07-28 09:31:57.000000",9.049,66.01,32.63,0.2233
"2023-07-28 09:15:55.000000",9.041,65.57,32.54,0.22225
"2023-07-28 08:59:54.000000",9.03,65.57,32.54,0.23858
"2023-07-28 08:43:52.000000",8.987,65.57,32.45,0.29106
"2023-07-28 08:27:51.000000",9.022,65.57,32.45,0.23748
"2023-07-28 08:11:50.000000",9.034,65.57,32.45,0.22121
"2023-07-28 07:55:48.000000",9.034,65.57,32.45,0.22121
"2023-07-28 07:39:47.000000",9.01,65.57,32.45,0.25456
"2023-07-28 07:23:48.000000",9.003,65.57,32.36,0.25341
"2023-07-28 07:07:46.000000",8.991,65.57,32.36,0.27123
"2023-07-28 06:35:42.000000",8.956,65.13,32.36,0.32914
"2023-07-28 06:19:43.000000",8.944,65.13,32.36,0.34979
"2023-07-28 06:03:43.000000",8.944,65.13,32.36,0.34979
"2023-07-28 05:47:44.000000",8.917,65.13,32.45,0.41639
"2023-07-28 05:31:44.000000",8.917,65.57,32.45,0.41639
"2023-07-28 05:15:46.000000",8.917,65.57,32.45,0.41639
"2023-07-28 04:59:46.000000",8.917,65.13,32.45,0.41639
"2023-07-28 04:43:47.000000",8.925,65.57,32.54,0.41786
"2023-07-28 04:27:48.000000",8.913,65.57,32.54,0.44042
"2023-07-28 04:11:48.000000",8.913,65.57,32.54,0.44042
"2023-07-28 03:55:50.000000",8.925,65.57,32.54,0.41786
"2023-07-28 03:39:50.000000",8.936,65.57,32.54,0.39564
"2023-07-28 03:23:51.000000",8.944,65.57,32.63,0.39709
"2023-07-28 01:15:20.000000",8.976,65.57,32.73,0.35547
"2023-07-28 00:59:20.000000",8.972,65.57,32.82,0.37826
"2023-07-28 00:43:20.000000",8.983,66.01,32.82,0.35685
"2023-07-28 00:27:21.000000",8.972,66.01,32.82,0.37826
"2023-07-28 00:11:22.000000",8.991,66.01,32.91,0.35824
"2023-07-27 23:55:23.000000",8.979,66.01,32.91,0.37968
"2023-07-27 23:39:23.000000",8.991,66.01,32.91,0.35824
"2023-07-27 23:23:23.000000",8.968,66.01,32.91,0.4016
"2023-07-27 23:07:24.000000",8.991,66.45,32.91,0.35824
"2023-07-27 22:51:25.000000",9.038,64.69,32.91,0.2786
"2023-07-27 22:35:25.000000",9.106,66.01,33.0,0.19326
"2023-07-27 22:19:25.000000",9.106,66.01,33.0,0.19326
"2023-07-27 22:03:25.000000",9.103,66.01,33.1,0.20914
"2023-07-27 21:47:27.000000",9.103,66.45,33.1,0.20914
"2023-07-27 21:31:27.000000",9.103,66.45,33.1,0.20914
"2023-07-27 21:15:28.000000",9.111,66.45,33.19,0.21013
"2023-07-27 20:59:28.000000",9.096,66.01,33.19,0.22988
"2023-07-27 20:43:29.000000",9.085,66.45,33.19,0.24659
"2023-07-27 20:27:29.000000",9.022,66.45,33.28,0.36395
"2023-07-27 20:11:30.000000",9.022,66.01,33.28,0.36395
"2023-07-27 19:55:30.000000",8.999,66.01,33.28,0.40757
"2023-07-27 19:39:31.000000",9.019,66.01,33.38,0.38712
"2023-07-27 19:23:31.000000",9.019,66.01,33.38,0.38712
"2023-07-27 19:07:31.000000",9.026,66.45,33.47,0.38854
"2023-07-27 18:51:31.000000",9.061,66.01,33.47,0.32525
"2023-07-27 18:35:31.000000",9.108,66.45,33.47,0.25008
"2023-07-27 18:19:30.000000",9.116,66.01,33.56,0.25121
"2023-07-27 18:03:30.000000",9.116,66.45,33.56,0.25121
"2023-07-27 17:47:29.000000",9.136,66.45,33.66,0.23549
"2023-07-27 17:31:29.000000",9.136,66.89,33.66,0.23549
"2023-07-27 17:15:27.000000",9.158,67.79,33.75,0.21641
"2023-07-27 16:59:26.000000",9.158,66.89,33.75,0.21641
"2023-07-27 16:59:23.000000",9.158,66.89,33.75,0.21641
"2023-07-27 16:43:21.000000",9.166,66.89,33.84,0.21743
"2023-07-27 16:27:20.000000",9.166,66.89,33.84,0.21743
"2023-07-27 16:11:20.000000",9.186,67.34,33.94,0.20324
"2023-07-27 15:55:18.000000",9.193,67.34,34.03,0.20422
"2023-07-27 15:39:13.000000",9.193,67.79,34.03,0.20422
"2023-07-27 15:23:10.000000",9.186,67.34,33.94,0.20324
"2023-07-27 15:07:06.000000",9.182,67.34,34.03,0.21959
"2023-07-27 14:51:02.000000",9.174,67.79,33.94,0.21857
"2023-07-27 14:34:58.000000",9.16,67.79,33.94,0.23887
"2023-07-27 14:18:56.000000",9.151,67.79,33.84,0.23766
"2023-07-27 14:02:53.000000",9.167,67.79,34.03,0.23996
"2023-07-27 13:46:52.000000",9.162,67.34,33.66,0.20024
"2023-07-27 13:30:51.000000",9.162,67.34,33.66,0.20024
"2023-07-27 13:14:49.000000",9.177,67.79,33.84,0.20217
"2023-07-27 12:58:46.000000",9.158,67.34,33.75,0.21641
"2023-07-27 12:42:42.000000",9.162,67.34,33.66,0.20024
"2023-07-27 12:26:38.000000",9.162,67.34,33.66,0.20024
"2023-07-27 12:10:34.000000",9.154,67.34,33.56,0.19917
"2023-07-27 11:54:30.000000",9.17,67.79,33.75,0.2012
"2023-07-27 11:38:27.000000",9.138,67.34,33.38,0.19726
"2023-07-27 11:22:23.000000",9.108,67.34,33.47,0.25008
"2023-07-27 11:06:19.000000",9.096,67.34,33.19,0.22988
"2023-07-27 10:50:16.000000",9.089,66.89,33.1,0.22882
"2023-07-27 10:34:13.000000",9.095,66.89,33.0,0.20803
"2023-07-27 10:18:11.000000",9.118,66.89,33.0,0.17931
"2023-07-27 10:02:09.000000",9.103,66.89,32.82,0.17754
"2023-07-27 09:46:06.000000",9.103,66.45,32.82,0.17754
"2023-07-27 09:30:04.000000",9.095,66.45,32.73,0.17666
"2023-07-27 09:14:02.000000",9.095,66.89,32.73,0.17666
"2023-07-27 08:58:00.000000",9.087,66.45,32.63,0.17568
"2023-07-27 08:41:58.000000",9.075,66.89,32.63,0.18942
"2023-07-27 08:25:57.000000",9.075,66.89,32.63,0.18942
"2023-07-27 08:09:56.000000",8.979,66.45,32.63,0.33316
"2023-07-27 07:53:56.000000",9.063,66.45,32.63,0.20397
"2023-07-27 07:37:56.000000",9.03,66.45,32.54,0.23858
"2023-07-27 07:21:57.000000",9.068,66.45,32.54,0.18849
"2023-07-27 07:05:58.000000",9.049,66.45,32.63,0.2233
"2023-07-27 06:49:58.000000",9.026,66.45,32.63,0.25686
"2023-07-27 06:33:59.000000",9.014,66.89,32.63,0.27483
"2023-07-27 06:18:00.000000",9.014,66.89,32.63,0.27483
"2023-07-27 06:02:01.000000",9.014,66.89,32.63,0.27483
"2023-07-27 05:46:02.000000",9.022,66.45,32.73,0.27618
"2023-07-27 05:30:02.000000",9.022,66.89,32.73,0.27618
"2023-07-27 04:09:46.000000",9.042,66.89,32.82,0.25931
"2023-07-27 03:53:47.000000",9.03,66.89,32.82,0.27738
"2023-07-27 03:37:48.000000",9.03,66.89,32.82,0.27738
"2023-07-27 03:21:49.000000",9.042,66.89,32.82,0.25931
"2023-07-27 03:05:50.000000",9.042,66.89,32.82,0.25931
"2023-07-27 02:49:51.000000",9.061,66.89,32.91,0.24312
"2023-07-27 02:33:52.000000",9.038,67.34,32.91,0.2786
"2023-07-27 02:17:53.000000",9.038,67.34,32.91,0.2786
"2023-07-27 02:01:53.000000",9.045,67.34,33.0,0.27981
"2023-07-27 01:45:54.000000",9.045,66.89,33.0,0.27981
"2023-07-27 01:29:55.000000",9.033,66.89,33.0,0.29874
"2023-07-27 01:13:56.000000",9.045,66.89,33.0,0.27981
"2023-07-27 00:57:57.000000",9.054,67.34,33.1,0.28116
"2023-07-27 00:41:58.000000",9.054,67.34,33.1,0.28116
"2023-07-27 00:25:58.000000",9.054,66.89,33.1,0.28116
"2023-07-27 00:09:59.000000",9.061,66.89,33.19,0.28238
"2023-07-26 23:54:00.000000",9.05,67.34,33.19,0.30141
"2023-07-26 23:38:01.000000",9.038,67.34,33.19,0.32115
"2023-07-26 23:22:01.000000",9.038,67.34,33.19,0.32115
"2023-07-26 23:06:02.000000",9.026,67.79,33.19,0.34156
"2023-07-26 22:50:03.000000",9.003,67.79,33.19,0.3841
"2023-07-26 22:34:04.000000",9.069,67.34,33.28,0.2836
"2023-07-26 22:18:05.000000",9.092,67.79,33.28,0.24771
"2023-07-26 22:02:05.000000",9.092,67.34,33.28,0.24771
"2023-07-26 21:46:07.000000",9.112,67.79,33.38,0.23214
"2023-07-26 21:30:08.000000",9.112,67.79,33.38,0.23214
"2023-07-26 21:14:08.000000",9.112,67.79,33.38,0.23214
"2023-07-26 20:58:09.000000",9.134,67.79,33.47,0.21326
"2023-07-26 20:42:10.000000",9.134,67.79,33.47,0.21326
"2023-07-26 20:26:11.000000",9.142,67.34,33.56,0.21427
"2023-07-26 20:10:12.000000",9.142,67.79,33.56,0.21427
"2023-07-26 19:54:13.000000",9.15,67.79,33.66,0.21539
"2023-07-26 19:38:13.000000",9.15,67.79,33.66,0.21539
"2023-07-26 19:22:14.000000",9.158,67.79,33.75,0.21641
"2023-07-26 19:06:14.000000",9.166,67.79,33.84,0.21743
"2023-07-26 18:50:11.000000",9.166,67.79,33.84,0.21743
"2023-07-26 18:34:10.000000",9.174,67.79,33.94,0.21857
"2023-07-26 18:18:09.000000",9.182,68.24,34.03,0.21959
"2023-07-26 18:02:07.000000",9.193,68.24,34.03,0.20422
"2023-07-26 17:46:06.000000",9.202,68.24,34.13,0.2053
"2023-07-26 17:30:04.000000",9.209,68.69,34.22,0.20628
"2023-07-26 17:14:02.000000",9.209,68.69,34.22,0.20628
