LocationID;Date;Time;;Parameter;Method;;Value;Unit;Comment
IND00073;2018-08-31;22:00;0.3;pH;0;;8.16;---;Unknown
IND00073;2018-08-31;22:00;0.3;BOD;0;;1.9;mg/l;Unknown
IND00153;2019-02-11;23:00;0.3;BOD;0;;2.2;mg/l;Unknown
IND00153;2018-12-05;23:00;0.3;BOD;0;;2.1;mg/l;Unknown
IND00153;2018-12-05;23:00;0.3;pH;0;;8.17;---;Unknown
IND00153;2020-08-09;22:00;0.3;TURB;0;;78.3;NTU;Unknown
IND00153;2020-02-11;23:00;0.3;TURB;0;;12.8;NTU;Unknown
IND00153;2019-04-16;22:00;0.3;BOD;0;;3.7;mg/l;Unknown
IND00153;2020-04-12;22:00;0.3;TURB;0;;15.59;NTU;Unknown
IND00153;2020-04-12;22:00;0.3;O2-Dis;0;;7.3;mg/l;Unknown
IND00153;2020-05-17;22:00;0.3;TURB;0;;18.66;NTU;Unknown
IND00153;2018-11-14;23:00;0.3;pH;0;;7.18;---;Unknown
IND00153;2020-09-07;22:00;0.3;BOD;0;;1.95;mg/l;Unknown
IND00153;2020-03-10;23:00;0.3;pH;0;;7.77;---;Unknown
IND00153;2018-10-09;22:00;0.3;O2-Dis;0;;6.8;mg/l;Unknown
IND00153;2018-09-19;22:00;0.3;BOD;0;;2.5;mg/l;Unknown
IND00153;2019-07-21;22:00;0.3;BOD;0;;1.7;mg/l;Unknown
IND00153;2019-06-12;22:00;0.3;pH;0;;8.3;---;Unknown
IND00153;2019-10-15;22:00;0.3;pH;0;;8.1;---;Unknown
IND00153;2019-10-15;22:00;0.3;O2-Dis;0;;7.4;mg/l;Unknown
IND00153;2019-11-07;23:00;0.3;O2-Dis;0;;7.8;mg/l;Unknown
IND00153;2019-01-01;23:00;0.3;BOD;0;;2.0;mg/l;Unknown
IND00153;2018-06-25;22:00;0.3;pH;0;;7.81;---;Unknown
IND00153;2018-06-25;22:00;0.3;BOD;0;;2.3;mg/l;Unknown
IND00153;2020-06-14;22:00;0.3;TURB;0;;24.4;NTU;Unknown
IND00153;2019-08-20;22:00;0.3;BOD;0;;1.6;mg/l;Unknown
IND00153;2019-03-13;23:00;0.3;BOD;0;;1.4;mg/l;Unknown
IND00153;2018-10-09;22:00;0.3;pH;0;;7.85;---;Unknown
IND00153;2020-03-10;23:00;0.3;TURB;0;;18.64;NTU;Unknown
IND00153;2020-03-10;23:00;0.3;O2-Dis;0;;8.6;mg/l;Unknown
IND00153;2018-12-05;23:00;0.3;O2-Dis;0;;8.1;mg/l;Unknown
IND00153;2019-12-11;23:00;0.3;pH;0;;8.1;---;Unknown
IND00153;2020-01-19;23:00;0.3;pH;0;;8.15;---;Unknown
IND00153;2018-07-23;22:00;0.3;BOD;0;;3.3;mg/l;Unknown
IND00153;2018-07-23;22:00;0.3;pH;0;;7.78;---;Unknown
IND00153;2018-11-14;23:00;0.3;BOD;0;;2.4;mg/l;Unknown
IND00153;2020-05-17;22:00;0.3;BOD;0;;2.9;mg/l;Unknown
IND00153;2019-09-24;22:00;0.3;pH;0;;7.9;---;Unknown
IND00153;2020-09-07;22:00;0.3;pH;0;;7.26;---;Unknown
IND00153;2020-09-07;22:00;0.3;O2-Dis;0;;7.6;mg/l;Unknown
IND00153;2019-02-11;23:00;0.3;O2-Dis;0;;9.2;mg/l;Unknown
IND00153;2018-02-14;23:00;0.3;pH;0;;7.89;---;Unknown
IND00153;2020-02-11;23:00;0.3;pH;0;;7.71;---;Unknown
IND00153;2020-09-07;22:00;0.3;TURB;0;;33.6;NTU;Unknown
IND00153;2018-03-05;23:00;0.3;BOD;0;;2.7;mg/l;Unknown
IND00153;2018-05-21;22:00;0.3;BOD;0;;2.3;mg/l;Unknown
IND00153;2018-05-21;22:00;0.3;pH;0;;7.43;---;Unknown
IND00153;2019-03-13;23:00;0.3;pH;0;;8.0;---;Unknown
IND00153;2018-11-14;23:00;0.3;O2-Dis;0;;8.2;mg/l;Unknown
IND00153;2020-05-17;22:00;0.3;O2-Dis;0;;7.5;mg/l;Unknown
IND00153;2018-10-09;22:00;0.3;BOD;0;;2.5;mg/l;Unknown
IND00153;2019-10-15;22:00;0.3;BOD;0;;1.6;mg/l;Unknown
IND00153;2020-07-12;22:00;0.3;O2-Dis;0;;7.7;mg/l;Unknown
IND00153;2018-09-19;22:00;0.3;pH;0;;8.01;---;Unknown
IND00153;2019-11-07;23:00;0.3;pH;0;;8.0;---;Unknown
IND00153;2019-11-07;23:00;0.3;BOD;0;;1.5;mg/l;Unknown
IND00153;2019-06-12;22:00;0.3;BOD;0;;1.6;mg/l;Unknown
IND00153;2021-03-04;23:00;0.3;BOD;0;;2.0;mg/l;Unknown
IND00153;2021-03-04;23:00;0.3;pH;0;;7.2;---;Unknown
IND00153;2019-07-21;22:00;0.3;O2-Dis;0;;7.8;mg/l;Unknown
IND00153;2019-07-21;22:00;0.3;pH;0;;8.0;---;Unknown
IND00153;2020-01-19;23:00;0.3;O2-Dis;0;;8.4;mg/l;Unknown
IND00153;2020-01-19;23:00;0.3;TURB;0;;16.26;NTU;Unknown
IND00153;2019-01-01;23:00;0.3;pH;0;;7.3;---;Unknown
IND00153;2019-01-01;23:00;0.3;O2-Dis;0;;7.9;mg/l;Unknown
IND00153;2018-08-06;22:00;0.3;O2-Dis;0;;6.5;mg/l;Unknown
IND00153;2018-08-06;22:00;0.3;pH;0;;8.12;---;Unknown
IND00153;2019-12-11;23:00;0.3;BOD;0;;1.7;mg/l;Unknown
IND00153;2018-01-07;23:00;0.3;O2-Dis;0;;8.9;mg/l;Unknown
IND00153;2020-02-11;23:00;0.3;O2-Dis;0;;8.8;mg/l;Unknown
IND00153;2019-08-20;22:00;0.3;O2-Dis;0;;8.0;mg/l;Unknown
IND00153;2020-08-09;22:00;0.3;O2-Dis;0;;7.9;mg/l;Unknown
IND00153;2020-08-09;22:00;0.3;pH;0;;7.49;---;Unknown
IND00153;2020-04-12;22:00;0.3;BOD;0;;2.8;mg/l;Unknown
IND00153;2018-04-25;22:00;0.3;BOD;0;;2.8;mg/l;Unknown
IND00153;2018-04-25;22:00;0.3;O2-Dis;0;;7.1;mg/l;Unknown
IND00153;2018-04-25;22:00;0.3;pH;0;;7.12;---;Unknown
IND00153;2018-03-05;23:00;0.3;O2-Dis;0;;7.9;mg/l;Unknown
IND00153;2021-03-04;23:00;0.3;O2-Dis;0;;8.5;mg/l;Unknown
IND00153;2020-03-10;23:00;0.3;BOD;0;;1.95;mg/l;Unknown
IND00153;2018-02-14;23:00;0.3;O2-Dis;0;;8.2;mg/l;Unknown
IND00153;2020-06-14;22:00;0.3;O2-Dis;0;;7.6;mg/l;Unknown
IND00153;2020-06-14;22:00;0.3;pH;0;;8.09;---;Unknown
IND00153;2020-07-12;22:00;0.3;TURB;0;;22.18;NTU;Unknown
IND00153;2020-07-12;22:00;0.3;BOD;0;;2.25;mg/l;Unknown
IND00153;2021-01-18;23:00;0.3;O2-Dis;0;;8.3;mg/l;Unknown
IND00153;2020-01-19;23:00;0.3;BOD;0;;1.65;mg/l;Unknown
IND00153;2019-02-11;23:00;0.3;pH;0;;7.6;---;Unknown
IND00153;2020-02-11;23:00;0.3;BOD;0;;1.85;mg/l;Unknown
IND00153;2021-02-03;23:00;0.3;BOD;0;;1.9;mg/l;Unknown
IND00153;2018-01-07;23:00;0.3;BOD;0;;3.0;mg/l;Unknown
IND00153;2019-12-11;23:00;0.3;O2-Dis;0;;8.0;mg/l;Unknown
IND00153;2020-05-17;22:00;0.3;pH;0;;7.72;---;Unknown
IND00153;2019-05-12;22:00;0.3;BOD;0;;1.5;mg/l;Unknown
IND00153;2020-04-12;22:00;0.3;pH;0;;7.97;---;Unknown
IND00153;2019-04-16;22:00;0.3;pH;0;;8.1;---;Unknown
IND00153;2020-08-09;22:00;0.3;BOD;0;;2.15;mg/l;Unknown
IND00153;2019-08-20;22:00;0.3;pH;0;;8.5;---;Unknown
IND00153;2018-08-06;22:00;0.3;BOD;0;;2.7;mg/l;Unknown
IND00153;2019-04-16;22:00;0.3;O2-Dis;0;;7.2;mg/l;Unknown
IND00153;2019-03-13;23:00;0.3;O2-Dis;0;;10.0;mg/l;Unknown
IND00153;2018-03-05;23:00;0.3;pH;0;;7.23;---;Unknown
IND00153;2020-07-12;22:00;0.3;pH;0;;7.82;---;Unknown
IND00153;2018-07-23;22:00;0.3;O2-Dis;0;;6.7;mg/l;Unknown
IND00153;2019-06-12;22:00;0.3;O2-Dis;0;;8.0;mg/l;Unknown
IND00153;2020-06-14;22:00;0.3;BOD;0;;2.35;mg/l;Unknown
IND00153;2018-06-25;22:00;0.3;O2-Dis;0;;8.8;mg/l;Unknown
IND00153;2018-05-21;22:00;0.3;O2-Dis;0;;9.0;mg/l;Unknown
IND00153;2021-01-18;23:00;0.3;pH;0;;7.4;---;Unknown
IND00153;2021-01-18;23:00;0.3;BOD;0;;1.7;mg/l;Unknown
IND00153;2018-02-14;23:00;0.3;BOD;0;;2.9;mg/l;Unknown
IND00153;2021-02-03;23:00;0.3;pH;0;;8.19;---;Unknown
IND00153;2021-02-03;23:00;0.3;O2-Dis;0;;8.7;mg/l;Unknown
IND00153;2018-01-07;23:00;0.3;pH;0;;7.91;---;Unknown
IND00153;2019-05-12;22:00;0.3;O2-Dis;0;;7.4;mg/l;Unknown
IND00153;2019-05-12;22:00;0.3;pH;0;;8.5;---;Unknown
IND00153;2019-09-24;22:00;0.3;BOD;0;;1.5;mg/l;Unknown
IND00153;2019-09-24;22:00;0.3;O2-Dis;0;;7.3;mg/l;Unknown
IND00153;2018-09-19;22:00;0.3;O2-Dis;0;;6.1;mg/l;Unknown
IND00154;2020-08-09;22:00;0.3;TURB;0;;82.0;NTU;Unknown
IND00154;2019-08-20;22:00;0.3;pH;0;;8.5;---;Unknown
IND00154;2020-02-11;23:00;0.3;O2-Dis;0;;8.2;mg/l;Unknown
IND00154;2020-04-12;22:00;0.3;pH;0;;7.93;---;Unknown
IND00154;2019-04-16;22:00;0.3;O2-Dis;0;;7.8;mg/l;Unknown
IND00154;2018-09-19;22:00;0.3;O2-Dis;0;;6.0;mg/l;Unknown
IND00154;2020-09-07;22:00;0.3;TURB;0;;65.4;NTU;Unknown
IND00154;2020-09-07;22:00;0.3;O2-Dis;0;;7.7;mg/l;Unknown
IND00154;2020-03-10;23:00;0.3;pH;0;;7.88;---;Unknown
IND00154;2019-10-15;22:00;0.3;BOD;0;;1.6;mg/l;Unknown
IND00154;2018-10-09;22:00;0.3;O2-Dis;0;;6.9;mg/l;Unknown
IND00154;2018-10-09;22:00;0.3;pH;0;;7.94;---;Unknown
IND00154;2019-09-24;22:00;0.3;O2-Dis;0;;7.1;mg/l;Unknown
IND00154;2019-09-24;22:00;0.3;BOD;0;;1.4;mg/l;Unknown
IND00154;2021-01-18;23:00;0.3;O2-Dis;0;;8.1;mg/l;Unknown
IND00154;2020-07-12;22:00;0.3;pH;0;;7.45;---;Unknown
IND00154;2020-06-14;22:00;0.3;O2-Dis;0;;7.7;mg/l;Unknown
IND00154;2018-01-07;23:00;0.3;BOD;0;;2.3;mg/l;Unknown
IND00154;2018-01-07;23:00;0.3;O2-Dis;0;;8.8;mg/l;Unknown
IND00154;2018-07-23;22:00;0.3;BOD;0;;2.5;mg/l;Unknown
IND00154;2019-11-07;23:00;0.3;BOD;0;;1.7;mg/l;Unknown
IND00154;2018-06-25;22:00;0.3;O2-Dis;0;;8.8;mg/l;Unknown
IND00154;2018-06-25;22:00;0.3;pH;0;;7.64;---;Unknown
IND00154;2018-03-05;23:00;0.3;BOD;0;;2.6;mg/l;Unknown
IND00154;2019-03-13;23:00;0.3;O2-Dis;0;;8.0;mg/l;Unknown
IND00154;2019-08-20;22:00;0.3;O2-Dis;0;;8.0;mg/l;Unknown
IND00154;2018-12-05;23:00;0.3;O2-Dis;0;;7.9;mg/l;Unknown
IND00154;2020-08-09;22:00;0.3;pH;0;;7.55;---;Unknown
IND00154;2018-10-09;22:00;0.3;BOD;0;;2.6;mg/l;Unknown
IND00154;2021-03-04;23:00;0.3;BOD;0;;2.7;mg/l;Unknown
IND00154;2018-08-06;22:00;0.3;pH;0;;7.92;---;Unknown
IND00154;2018-08-06;22:00;0.3;BOD;0;;2.8;mg/l;Unknown
IND00154;2018-11-14;23:00;0.3;pH;0;;7.38;---;Unknown
IND00154;2020-05-17;22:00;0.3;pH;0;;7.63;---;Unknown
IND00154;2019-10-15;22:00;0.3;O2-Dis;0;;7.2;mg/l;Unknown
IND00154;2021-02-03;23:00;0.3;pH;0;;7.77;---;Unknown
IND00154;2021-02-03;23:00;0.3;O2-Dis;0;;8.5;mg/l;Unknown
IND00154;2019-01-01;23:00;0.3;BOD;0;;1.3;mg/l;Unknown
IND00154;2019-01-01;23:00;0.3;O2-Dis;0;;7.8;mg/l;Unknown
IND00154;2018-04-25;22:00;0.3;O2-Dis;0;;8.1;mg/l;Unknown
IND00154;2020-09-07;22:00;0.3;BOD;0;;1.8;mg/l;Unknown
IND00154;2019-03-13;23:00;0.3;BOD;0;;1.6;mg/l;Unknown
IND00154;2019-05-12;22:00;0.3;BOD;0;;1.6;mg/l;Unknown
IND00154;2020-05-17;22:00;0.3;TURB;0;;19.82;NTU;Unknown
IND00154;2020-05-17;22:00;0.3;O2-Dis;0;;7.8;mg/l;Unknown
IND00154;2020-05-17;22:00;0.3;BOD;0;;2.35;mg/l;Unknown
IND00154;2019-10-15;22:00;0.3;pH;0;;8.2;---;Unknown
IND00154;2018-06-25;22:00;0.3;BOD;0;;2.5;mg/l;Unknown
IND00154;2019-06-12;22:00;0.3;BOD;0;;1.8;mg/l;Unknown
IND00154;2019-06-12;22:00;0.3;O2-Dis;0;;8.0;mg/l;Unknown
IND00154;2020-03-10;23:00;0.3;TURB;0;;22.24;NTU;Unknown
IND00154;2021-03-04;23:00;0.3;pH;0;;7.14;---;Unknown
IND00154;2018-05-21;22:00;0.3;pH;0;;8.36;---;Unknown
IND00154;2020-07-12;22:00;0.3;O2-Dis;0;;7.8;mg/l;Unknown
IND00154;2020-07-12;22:00;0.3;BOD;0;;2.05;mg/l;Unknown
IND00154;2020-01-19;23:00;0.3;TURB;0;;11.18;NTU;Unknown
IND00154;2019-07-21;22:00;0.3;O2-Dis;0;;7.9;mg/l;Unknown
IND00154;2018-07-23;22:00;0.3;O2-Dis;0;;7.0;mg/l;Unknown
IND00154;2018-08-06;22:00;0.3;O2-Dis;0;;5.9;mg/l;Unknown
IND00154;2019-04-16;22:00;0.3;BOD;0;;3.6;mg/l;Unknown
IND00154;2020-02-11;23:00;0.3;pH;0;;7.78;---;Unknown
IND00154;2021-02-03;23:00;0.3;BOD;0;;1.9;mg/l;Unknown
IND00154;2018-01-07;23:00;0.3;pH;0;;8.03;---;Unknown
IND00154;2018-02-14;23:00;0.3;pH;0;;8.21;---;Unknown
IND00154;2020-08-09;22:00;0.3;BOD;0;;1.95;mg/l;Unknown
IND00154;2019-12-11;23:00;0.3;O2-Dis;0;;8.1;mg/l;Unknown
IND00154;2019-12-11;23:00;0.3;BOD;0;;1.8;mg/l;Unknown
IND00154;2018-12-05;23:00;0.3;pH;0;;8.23;---;Unknown
IND00154;2020-04-12;22:00;0.3;TURB;0;;19.2;NTU;Unknown
IND00154;2018-03-05;23:00;0.3;pH;0;;6.92;---;Unknown
IND00154;2018-02-14;23:00;0.3;BOD;0;;2.5;mg/l;Unknown
IND00154;2018-02-14;23:00;0.3;O2-Dis;0;;7.1;mg/l;Unknown
IND00154;2020-06-14;22:00;0.3;BOD;0;;1.9;mg/l;Unknown
IND00154;2019-07-21;22:00;0.3;BOD;0;;1.9;mg/l;Unknown
IND00154;2018-07-23;22:00;0.3;pH;0;;7.52;---;Unknown
IND00154;2020-01-19;23:00;0.3;pH;0;;8.22;---;Unknown
IND00154;2019-02-11;23:00;0.3;pH;0;;7.2;---;Unknown
IND00154;2020-02-11;23:00;0.3;TURB;0;;13.5;NTU;Unknown
IND00154;2018-12-05;23:00;0.3;BOD;0;;2.1;mg/l;Unknown
IND00154;2018-04-25;22:00;0.3;BOD;0;;2.7;mg/l;Unknown
IND00154;2020-09-07;22:00;0.3;pH;0;;7.38;---;Unknown
IND00154;2018-09-19;22:00;0.3;BOD;0;;2.0;mg/l;Unknown
IND00154;2018-11-14;23:00;0.3;BOD;0;;3.2;mg/l;Unknown
IND00154;2019-09-24;22:00;0.3;pH;0;;7.8;---;Unknown
IND00154;2019-11-07;23:00;0.3;pH;0;;8.0;---;Unknown
IND00154;2019-05-12;22:00;0.3;pH;0;;8.5;---;Unknown
IND00154;2019-05-12;22:00;0.3;O2-Dis;0;;7.6;mg/l;Unknown
IND00154;2020-04-12;22:00;0.3;BOD;0;;2.2;mg/l;Unknown
IND00154;2020-04-12;22:00;0.3;O2-Dis;0;;7.2;mg/l;Unknown
IND00154;2019-04-16;22:00;0.3;pH;0;;8.0;---;Unknown
IND00154;2020-08-09;22:00;0.3;O2-Dis;0;;7.9;mg/l;Unknown
IND00154;2019-12-11;23:00;0.3;pH;0;;8.1;---;Unknown
IND00154;2019-08-20;22:00;0.3;BOD;0;;1.7;mg/l;Unknown
IND00154;2018-04-25;22:00;0.3;pH;0;;7.79;---;Unknown
IND00154;2020-01-19;23:00;0.3;O2-Dis;0;;8.0;mg/l;Unknown
IND00154;2020-01-19;23:00;0.3;BOD;0;;1.75;mg/l;Unknown
IND00154;2018-03-05;23:00;0.3;O2-Dis;0;;8.0;mg/l;Unknown
IND00154;2019-03-13;23:00;0.3;pH;0;;8.2;---;Unknown
IND00154;2020-07-12;22:00;0.3;TURB;0;;26.46;NTU;Unknown
IND00154;2019-06-12;22:00;0.3;pH;0;;8.2;---;Unknown
IND00154;2020-06-14;22:00;0.3;pH;0;;7.85;---;Unknown
IND00154;2020-06-14;22:00;0.3;TURB;0;;22.8;NTU;Unknown
IND00154;2020-03-10;23:00;0.3;O2-Dis;0;;8.4;mg/l;Unknown
IND00154;2020-03-10;23:00;0.3;BOD;0;;1.85;mg/l;Unknown
IND00154;2021-03-04;23:00;0.3;O2-Dis;0;;8.1;mg/l;Unknown
IND00154;2018-05-21;22:00;0.3;O2-Dis;0;;9.2;mg/l;Unknown
IND00154;2018-05-21;22:00;0.3;BOD;0;;2.6;mg/l;Unknown
IND00154;2020-02-11;23:00;0.3;BOD;0;;1.7;mg/l;Unknown
IND00154;2019-07-21;22:00;0.3;pH;0;;8.0;---;Unknown
IND00154;2021-01-18;23:00;0.3;pH;0;;7.71;---;Unknown
IND00154;2021-01-18;23:00;0.3;BOD;0;;1.6;mg/l;Unknown
IND00154;2019-01-01;23:00;0.3;pH;0;;7.3;---;Unknown
IND00154;2019-02-11;23:00;0.3;O2-Dis;0;;10.1;mg/l;Unknown
IND00154;2019-02-11;23:00;0.3;BOD;0;;1.1;mg/l;Unknown
IND00154;2019-11-07;23:00;0.3;O2-Dis;0;;7.9;mg/l;Unknown
IND00154;2018-11-14;23:00;0.3;O2-Dis;0;;9.0;mg/l;Unknown
IND00154;2018-09-19;22:00;0.3;pH;0;;7.62;---;Unknown
IND00155;2018-12-17;23:00;0.3;pH;0;;7.52;---;Unknown
IND00155;2019-12-17;23:00;0.3;pH;0;;8.2;---;Unknown
IND00155;2020-02-13;23:00;0.3;TURB;0;;6.2;NTU;Unknown
IND00155;2018-04-12;22:00;0.3;pH;0;;7.61;---;Unknown
